,cut,color,clarity,carat,depth,table,x,y,z,price
40777,Very Good,E,SI2,0.53,63.1,58,5.15,5.18,3.26,1167
40778,Very Good,D,SI2,0.5,61.9,56,5.09,5.14,3.16,1167
40779,Premium,D,VVS1,0.35,60.8,58,4.53,4.55,2.76,1167
40780,Ideal,D,VVS1,0.35,61.5,57,4.52,4.55,2.79,1167
40781,Premium,D,IF,0.31,60.2,59,4.39,4.42,2.65,1167
40782,Good,F,VS1,0.43,61.4,61.1,4.85,4.87,2.98,1167
40783,Very Good,D,VVS2,0.4,62.6,55,4.7,4.72,2.95,1168
40784,Good,E,I1,0.61,63.4,57.1,5.37,5.43,3.42,1168
40785,Ideal,F,VVS1,0.4,61.4,56,4.77,4.81,2.94,1168
40786,Ideal,F,VVS1,0.4,61.8,58,4.72,4.76,2.93,1168
40787,Ideal,F,VVS1,0.4,62.3,54,4.75,4.78,2.97,1168
40788,Ideal,F,VVS1,0.4,61.9,55,4.75,4.78,2.95,1168
40789,Ideal,F,VVS1,0.4,61.7,55,4.77,4.79,2.95,1168
40790,Ideal,F,IF,0.31,61.4,56,4.37,4.42,2.7,1168
40791,Ideal,F,IF,0.31,61,56,4.38,4.41,2.68,1168
40792,Ideal,F,IF,0.31,61.2,57,4.35,4.38,2.67,1168
40793,Ideal,F,IF,0.31,61.4,56,4.4,4.43,2.71,1168
40794,Good,F,VS1,0.46,59.9,61.9,5.02,5.06,3.01,1168
40795,Good,F,VS1,0.46,61.6,62.2,4.84,5,3.04,1168
40796,Very Good,F,VVS1,0.41,63.7,54,4.71,4.74,3.01,1169
40797,Good,D,SI1,0.5,63.5,57,5.05,5.09,3.22,1169
40798,Ideal,F,VVS2,0.43,62.2,55,4.83,4.85,3.01,1169
40799,Premium,F,VVS2,0.43,61.6,60,4.82,4.86,2.98,1169
40800,Ideal,F,VVS2,0.43,61.9,56,4.82,4.87,3,1169
40801,Ideal,F,VVS2,0.43,61.9,56,4.82,4.84,2.99,1169
40802,Ideal,F,VVS2,0.43,61.8,57,4.83,4.85,2.99,1169
40803,Ideal,F,SI2,0.51,60.5,55,5.17,5.21,3.14,1169
40804,Good,E,VVS1,0.41,60.4,61,4.76,4.81,2.89,1169
40805,Ideal,H,VVS1,0.43,62.3,54,4.85,4.84,3.02,1169
40806,Premium,E,SI2,0.63,58.9,59,5.64,5.6,3.31,1169
40807,Premium,H,SI1,0.6,62.4,58,5.4,5.34,3.35,1170
40808,Very Good,G,SI1,0.5,62.8,55,5.03,5.07,3.17,1170
40809,Very Good,H,SI1,0.51,62,57,5.11,5.19,3.19,1170
40810,Good,E,SI1,0.51,63.6,59,5.13,5.06,3.24,1170
40811,Ideal,G,SI2,0.52,61.5,56,5.15,5.19,3.18,1170
40812,Ideal,I,SI1,0.54,60,59,5.29,5.31,3.18,1170
40813,Ideal,I,SI1,0.54,62.4,55,5.19,5.23,3.25,1170
40814,Good,F,SI2,0.52,61.5,60.5,5.11,5.16,3.16,1170
40815,Ideal,D,VS1,0.39,61.9,57,4.71,4.69,2.91,1170
40816,Ideal,E,IF,0.32,62.6,55,4.41,4.38,2.75,1170
40817,Ideal,D,VS1,0.38,62.4,56,4.68,4.64,2.91,1170
40818,Ideal,E,IF,0.32,61.9,56,4.42,4.4,2.73,1170
40819,Premium,E,IF,0.32,61.6,58,4.39,4.38,2.7,1170
40820,Ideal,D,VS1,0.39,62,57,4.71,4.67,2.91,1170
40821,Ideal,E,SI2,0.51,63,56,5.14,5.12,3.23,1170
40822,Premium,G,VVS1,0.39,59.9,59,4.75,4.73,2.84,1170
40823,Ideal,G,VVS1,0.39,62.3,57,4.7,4.64,2.91,1170
40824,Premium,G,VVS1,0.39,60.4,59,4.75,4.72,2.86,1170
40825,Ideal,D,VS1,0.39,60.3,56,4.77,4.71,2.86,1170
40826,Very Good,G,SI1,0.52,63.5,58,5.14,5.1,3.25,1170
40827,Premium,F,SI1,0.48,61.1,61,5.05,5,3.07,1170
40828,Very Good,G,SI1,0.5,60.8,63,5.08,5.11,3.1,1171
40829,Very Good,G,SI2,0.57,60.5,56,5.41,5.44,3.28,1171
40830,Very Good,D,IF,0.32,62,56,4.39,4.43,2.73,1171
40831,Ideal,G,SI2,0.53,61.6,55,5.2,5.25,3.22,1171
40832,Very Good,G,VS2,0.46,61.3,56,4.98,5,3.06,1172
40833,Ideal,G,VVS2,0.4,61.5,57,4.74,4.76,2.92,1172
40834,Very Good,J,VS2,0.55,61.7,54,5.29,5.34,3.28,1172
40835,Good,E,SI2,0.56,63.5,57,5.21,5.24,3.32,1172
40836,Good,G,SI1,0.51,63.7,55,5.07,5.1,3.24,1172
40837,Ideal,D,VS2,0.4,61.7,56,4.72,4.74,2.92,1172
40838,Good,F,VVS2,0.41,58.6,60,4.83,4.87,2.84,1172
40839,Premium,H,SI1,0.5,62.9,58,5.04,5.01,3.16,1172
40840,Premium,F,SI2,0.5,61.4,61,5.14,5.09,3.14,1172
40841,Very Good,E,SI2,0.52,62.7,56,5.07,5.1,3.19,1173
40842,Very Good,I,SI1,0.57,61.8,57,5.31,5.34,3.29,1173
40843,Very Good,G,IF,0.4,62.3,59,4.67,4.7,2.92,1173
40844,Very Good,G,IF,0.4,61.8,58,4.69,4.73,2.91,1173
40845,Very Good,F,SI2,0.58,63,56,5.34,5.26,3.34,1173
40846,Premium,E,VS2,0.46,61.5,60,4.95,4.91,3.03,1173
40847,Premium,E,VS2,0.46,58.5,61,5.1,5.05,2.97,1173
40848,Ideal,D,VVS1,0.38,62,57,4.6,4.69,2.88,1173
40849,Ideal,I,VS2,0.53,61.9,54,5.21,5.23,3.23,1173
40850,Ideal,G,SI2,0.56,61.9,54,5.29,5.34,3.29,1173
40851,Ideal,G,SI2,0.55,62.1,56,5.25,5.28,3.27,1173
40852,Ideal,F,SI2,0.54,61,56,5.24,5.29,3.21,1173
40853,Ideal,I,SI1,0.57,62.5,55,5.28,5.32,3.31,1173
40854,Premium,G,SI2,0.53,60.8,58,5.21,5.19,3.16,1173
40855,Ideal,G,SI1,0.5,62.2,56,5.13,5.08,3.17,1173
40856,Very Good,D,SI1,0.49,58.6,60,5.14,5.2,3.03,1174
40857,Very Good,E,SI2,0.53,63,57,5.13,5.16,3.24,1174
40858,Ideal,D,VVS2,0.34,61.3,56,4.48,4.52,2.76,1174
40859,Ideal,F,VVS1,0.34,61.6,56,4.5,4.53,2.78,1174
40860,Ideal,F,VVS1,0.34,61.1,56,4.5,4.53,2.76,1174
40861,Ideal,E,VVS1,0.33,61.2,55,4.48,4.51,2.75,1174
40862,Fair,J,VS2,0.61,58.2,56,5.74,5.49,3.27,1174
40863,Very Good,E,SI2,0.52,62.4,59,5.13,5.16,3.21,1175
40864,Very Good,I,SI1,0.56,61.8,56,5.22,5.3,3.25,1175
40865,Very Good,H,SI1,0.52,59.3,59,5.25,5.28,3.12,1175
40866,Ideal,F,SI2,0.55,62.4,56,5.22,5.26,3.27,1175
40867,Ideal,F,SI2,0.55,62.3,57,5.22,5.27,3.27,1175
40868,Ideal,F,SI2,0.55,61.2,56,5.23,5.29,3.22,1175
40869,Good,H,SI1,0.55,63.6,55,5.18,5.23,3.31,1175
40870,Premium,F,SI2,0.55,60.6,58,5.28,5.31,3.21,1175
40871,Ideal,G,SI2,0.64,62.2,53,5.54,5.56,3.45,1175
40872,Ideal,G,SI1,0.51,61.5,54,5.17,5.21,3.19,1175
40873,Good,D,SI2,0.5,61.9,63,5.05,5.07,3.13,1175
40874,Fair,H,VS2,0.5,65.1,59,5.02,5.06,3.28,1175
40875,Fair,I,I1,0.73,66.1,58,5.63,5.5,3.68,1175
40876,Very Good,I,VS2,0.5,61.7,58,5.08,5.13,3.15,1176
40877,Ideal,E,VVS1,0.42,61.8,56,4.81,4.83,2.98,1176
40878,Ideal,F,SI2,0.52,61.4,56,5.18,5.21,3.19,1176
40879,Ideal,E,VVS2,0.38,61.6,55,4.72,4.67,2.89,1176
40880,Ideal,D,VVS1,0.33,61,55,4.52,4.47,2.74,1176
40881,Very Good,I,SI1,0.57,63.3,56,5.29,5.27,3.34,1176
40882,Ideal,E,VVS2,0.38,62.2,56,4.65,4.58,2.87,1176
40883,Ideal,E,VVS2,0.38,61.9,57,4.65,4.63,2.87,1176
40884,Ideal,E,VVS2,0.38,61.6,55,4.66,4.63,2.86,1176
40885,Premium,J,VS2,0.57,60.2,62,5.4,5.33,3.23,1176
40886,Premium,F,SI2,0.57,61.7,59,5.34,5.31,3.29,1176
40887,Premium,F,SI2,0.57,61.4,56,5.38,5.29,3.28,1176
40888,Premium,G,SI1,0.56,61.7,58,5.31,5.29,3.27,1176
40889,Premium,F,VS1,0.42,62.7,61,4.77,4.74,2.98,1176
40890,Fair,F,SI1,0.56,61.6,61,5.38,5.21,3.26,1176
40891,Fair,E,SI1,0.5,65,58,4.98,4.9,3.21,1176
40892,Ideal,E,VVS2,0.38,62,57,4.62,4.61,2.86,1176
40893,Premium,E,SI2,0.51,61.8,58,5.08,5.11,3.15,1177
40894,Ideal,E,SI2,0.51,62.7,53,5.09,5.12,3.2,1177
40895,Ideal,E,VS1,0.42,60.6,57,4.84,4.86,2.94,1177
40896,Ideal,H,IF,0.44,61.9,54,4.9,4.95,3.05,1177
40897,Ideal,H,IF,0.44,61.4,55,4.92,4.95,3.03,1177
40898,Ideal,D,VS2,0.41,59.7,57,4.87,4.84,2.9,1177
40899,Ideal,D,VS2,0.41,61.7,55,4.8,4.76,2.95,1177
40900,Very Good,H,VS2,0.47,57.2,60,5.18,5.21,2.97,1178
40901,Ideal,H,VVS1,0.45,61.8,57,4.92,4.95,3.05,1178
40902,Ideal,H,SI1,0.5,62,56,5.09,5.12,3.16,1178
40903,Ideal,H,SI1,0.54,62.1,56,5.18,5.26,3.24,1178
40904,Ideal,I,IF,0.47,62.2,55,4.99,5.01,3.11,1178
40905,Very Good,H,VS2,0.5,61.8,63,5.08,5.05,3.13,1178
40906,Premium,D,SI2,0.5,58.5,60,5.21,5.19,3.04,1178
40907,Very Good,J,VS2,0.55,62.9,54,5.23,5.29,3.31,1179
40908,Very Good,G,VS1,0.46,61.4,59.7,4.94,4.97,3.05,1179
40909,Very Good,H,SI1,0.56,61.2,57,5.28,5.31,3.24,1179
40910,Ideal,G,VVS1,0.42,61.1,56,4.82,4.84,2.95,1179
40911,Good,G,VVS1,0.42,63.6,55,4.75,4.78,3.03,1179
40912,Premium,G,VVS1,0.42,60.2,59,4.82,4.84,2.91,1179
40913,Ideal,G,VVS1,0.42,61.6,55,4.82,4.85,2.98,1179
40914,Ideal,G,VVS1,0.42,61.4,56,4.81,4.83,2.96,1179
40915,Ideal,D,VS1,0.42,62.1,56,4.78,4.82,2.98,1179
40916,Premium,G,VVS1,0.42,59.8,58,4.85,4.88,2.91,1179
40917,Premium,G,VVS1,0.42,59.3,59,4.9,4.92,2.91,1179
40918,Ideal,G,VVS1,0.42,60.6,56,4.86,4.88,2.95,1179
40919,Ideal,E,VVS1,0.39,60.4,56,4.76,4.78,2.88,1179
40920,Ideal,G,VVS1,0.42,61.7,55,4.78,4.84,2.97,1179
40921,Very Good,E,VS1,0.29,60.4,58,4.28,4.33,2.6,499
40922,Very Good,E,SI1,0.3,60.9,58,4.31,4.33,2.63,499
40923,Ideal,F,SI1,0.3,62.3,53.9,4.28,4.31,2.68,499
40924,Ideal,F,SI1,0.3,62.2,54.2,4.31,4.34,2.69,499
40925,Ideal,F,SI1,0.3,62,55.1,4.29,4.32,2.67,499
40926,Ideal,E,SI1,0.3,62.1,58,4.27,4.29,2.66,499
40927,Ideal,E,SI1,0.3,61.1,57,4.3,4.34,2.64,499
40928,Ideal,E,SI1,0.3,62.4,57,4.27,4.29,2.67,499
40929,Ideal,E,SI1,0.3,61.6,54,4.32,4.35,2.67,499
40930,Ideal,E,SI1,0.3,62.3,56,4.29,4.32,2.68,499
40931,Ideal,E,SI1,0.3,62.3,57,4.29,4.31,2.68,499
40932,Ideal,E,SI1,0.3,61.7,58,4.29,4.3,2.65,499
40933,Ideal,E,SI1,0.3,62.1,56,4.31,4.36,2.69,499
40934,Ideal,E,SI1,0.3,62.2,55,4.29,4.33,2.68,499
40935,Good,E,VVS1,0.24,63.8,56,3.95,3.98,2.53,499
40936,Good,F,VS1,0.26,63.1,57,4.04,4.07,2.56,499
40937,Ideal,J,SI1,0.32,62.3,57,4.44,4.33,2.73,499
40938,Very Good,E,VVS1,0.23,60.8,56,3.94,3.99,2.41,499
40939,Very Good,D,VVS2,0.23,59.6,61,3.99,4.03,2.39,499
40940,Very Good,I,VVS2,0.25,62.1,56,4.03,4.05,2.51,500
40941,Ideal,G,VS2,0.31,60.8,56,4.4,4.42,2.68,500
40942,Ideal,H,VS1,0.27,62.3,54,4.16,4.19,2.6,500
40943,Ideal,H,VS1,0.27,62.2,55,4.15,4.18,2.59,500
40944,Premium,H,VVS2,0.23,59.2,61,4.04,4,2.38,500
40945,Very Good,F,VS2,0.31,62.1,54,4.34,4.39,2.71,500
40946,Very Good,F,VS2,0.31,62.7,57,4.31,4.36,2.72,500
40947,Good,F,SI1,0.3,63.6,55,4.28,4.33,2.74,500
40948,Good,F,SI1,0.3,63.5,57,4.24,4.27,2.7,500
40949,Good,F,SI1,0.3,63.5,59,4.19,4.22,2.67,500
40950,Good,F,SI1,0.3,63.5,57,4.21,4.26,2.69,500
40951,Premium,D,VS1,0.42,60.8,59,4.79,4.85,2.93,1179
40952,Ideal,D,VS1,0.42,61.1,57,4.81,4.84,2.95,1179
40953,Ideal,D,VS1,0.42,61.5,54,4.79,4.84,2.96,1179
40954,Ideal,G,VVS1,0.42,61.6,55,4.81,4.87,2.98,1179
40955,Premium,D,VS1,0.42,60.8,60,4.84,4.87,2.95,1179
40956,Ideal,G,VVS1,0.42,61.1,56,4.82,4.87,2.96,1179
40957,Ideal,G,VVS1,0.42,60,57,4.84,4.86,2.91,1179
40958,Ideal,G,VVS1,0.42,61.2,57,4.78,4.82,2.94,1179
40959,Premium,G,VVS1,0.42,62.7,58,4.74,4.79,2.99,1179
40960,Very Good,F,VS1,0.45,62.1,59,4.85,4.81,3,1179
40961,Ideal,G,VVS1,0.42,61.2,56,4.85,4.86,2.97,1179
40962,Ideal,G,VVS1,0.42,62,56,4.81,4.84,2.99,1179
40963,Premium,I,VS2,0.51,62.9,55,5.12,5.08,3.21,1179
40964,Good,G,VS1,0.46,59.5,61.4,4.95,5,2.96,1179
40965,Ideal,E,VVS1,0.37,61.5,56,4.64,4.59,2.84,1179
40966,Premium,F,SI1,0.49,58.7,60,5.2,5.15,3.04,1179
40967,Very Good,I,SI1,0.57,62.5,58,5.22,5.27,3.28,1180
40968,Very Good,E,SI2,0.51,58.3,61.9,5.19,5.2,3.04,1180
40969,Good,D,SI2,0.51,63.9,55,5.04,5.1,3.24,1180
40970,Good,H,VVS1,0.45,56.8,64,5.08,4.99,2.86,1180
40971,Good,D,SI2,0.51,63.8,56,5.07,5.09,3.24,1180
40972,Ideal,F,VS1,0.41,61.5,55,4.8,4.83,2.96,1180
40973,Ideal,F,VS1,0.41,61.7,56,4.76,4.79,2.94,1180
40974,Ideal,E,VS1,0.4,59.2,62,4.8,4.83,2.85,1180
40975,Ideal,G,SI2,0.5,60.7,56,5.13,5.18,3.13,1180
40976,Good,I,SI2,0.59,63.9,57,5.3,5.25,3.37,1180
40977,Premium,D,VVS2,0.41,61.9,59,4.78,4.75,2.95,1181
40978,Ideal,D,VVS2,0.41,61.1,56,4.81,4.78,2.93,1181
40979,Ideal,D,VVS2,0.41,62.5,57,4.75,4.72,2.96,1181
40980,Premium,D,VVS2,0.41,62.2,58,4.8,4.78,2.98,1181
40981,Fair,F,SI1,0.5,64.7,57,4.99,4.94,3.21,1181
40982,Very Good,E,SI2,0.5,63.1,58,5.09,5.05,3.2,1181
40983,Very Good,E,SI2,0.5,63.3,56,5.09,5.05,3.21,1181
40984,Ideal,E,SI2,0.5,62.8,55,5.08,5.05,3.18,1181
40985,Good,E,SI2,0.5,63.7,55,5.08,5.03,3.22,1181
40986,Premium,E,SI2,0.5,61.5,58,5.09,5.03,3.11,1181
40987,Ideal,E,SI2,0.5,63,57,5.09,5.04,3.19,1181
40988,Ideal,G,VVS2,0.45,61.8,57,4.94,4.9,3.04,1181
40989,Premium,G,VVS2,0.45,61.4,61,4.95,4.89,3.02,1181
40990,Premium,E,VS1,0.42,59.5,59,4.88,4.86,2.9,1181
40991,Ideal,E,VS1,0.42,61.6,57,4.84,4.8,2.97,1181
40992,Premium,E,VS1,0.42,62.1,55,4.85,4.81,3,1181
40993,Premium,E,VS1,0.42,62.2,59,4.79,4.76,2.97,1181
40994,Premium,J,SI1,0.63,61.9,59,5.49,5.47,3.39,1181
40995,Premium,E,SI2,0.5,59.4,60,5.21,5.16,3.08,1181
40996,Premium,E,SI2,0.5,61.8,59,5.07,5.03,3.12,1181
40997,Very Good,G,VVS2,0.42,58.5,63,4.9,4.88,2.86,1181
40998,Very Good,H,SI1,0.5,63.1,59,5.02,4.96,3.15,1181
40999,Ideal,I,SI2,0.6,61.9,55,5.43,5.46,3.37,1182
41000,Good,F,VS1,0.49,59.5,62,5.09,5.22,3.06,1182
41001,Very Good,F,IF,0.39,59.9,59,4.78,4.84,2.88,1183
41002,Ideal,G,VVS1,0.43,61.8,55,4.87,4.9,3.02,1183
41003,Ideal,E,VVS1,0.39,62.1,54,4.67,4.7,2.91,1183
41004,Ideal,E,VVS1,0.39,60.8,58,4.72,4.76,2.88,1183
41005,Ideal,F,SI2,0.55,61.7,55,5.26,5.28,3.25,1183
41006,Ideal,F,SI2,0.55,61.4,55,5.27,5.29,3.24,1183
41007,Very Good,E,VVS2,0.4,59.8,60,4.8,4.84,2.88,1184
41008,Very Good,E,VVS1,0.41,61.2,62,4.76,4.78,2.92,1184
41009,Ideal,H,SI1,0.58,61.6,57,5.34,5.38,3.3,1184
41010,Premium,E,SI2,0.55,61.9,58,5.2,5.24,3.23,1185
41011,Very Good,D,VVS2,0.42,62.8,59,4.73,4.76,2.98,1185
41012,Ideal,D,VVS2,0.42,61.7,55,4.79,4.83,2.97,1185
41013,Ideal,E,SI2,0.5,61.1,58,5.09,5.13,3.12,1185
41014,Ideal,H,IF,0.44,61.5,56,4.89,4.93,3.02,1185
41015,Very Good,F,VVS1,0.41,62.7,59,4.75,4.78,2.99,1186
41016,Good,F,SI1,0.51,64,57,5.01,5.06,3.22,1186
41017,Ideal,E,VVS2,0.41,61.4,53.9,4.79,4.81,2.95,1186
41018,Ideal,F,VVS1,0.4,62.2,56,4.71,4.74,2.94,1186
41019,Premium,G,SI2,0.55,60.3,58,5.35,5.33,3.22,1186
41020,Premium,G,SI2,0.25,59,60,5.33,5.28,3.12,1186
41021,Premium,G,SI2,0.25,58.8,60,5.33,5.28,3.12,1186
41022,Very Good,F,VVS1,0.44,62.1,60,4.84,4.92,3.03,1187
41023,Very Good,G,SI1,0.5,63.3,59,4.99,5.02,3.17,1187
41024,Very Good,G,SI1,0.5,64.1,57,5.04,5.07,3.24,1187
41025,Very Good,G,SI1,0.5,62.9,59,5.04,5.07,3.18,1187
41026,Ideal,E,VVS2,0.41,62.2,54,4.76,4.79,2.97,1187
41027,Ideal,E,VVS2,0.41,61.5,55,4.79,4.83,2.96,1187
41028,Ideal,E,VVS2,0.41,61.1,56,4.8,4.85,2.95,1187
41029,Ideal,E,VVS2,0.41,61,56,4.79,4.82,2.93,1187
41030,Premium,E,VVS2,0.41,60.9,60,4.81,4.82,2.93,1187
41031,Ideal,H,IF,0.41,61.8,55,4.76,4.79,2.95,1187
41032,Ideal,H,IF,0.41,62.1,56,4.74,4.76,2.95,1187
41033,Ideal,E,VVS2,0.41,60,57,4.81,4.85,2.9,1187
41034,Ideal,E,VVS2,0.41,62.3,56,4.75,4.78,2.97,1187
41035,Ideal,E,VVS2,0.41,61.6,56,4.78,4.8,2.95,1187
41036,Very Good,E,VVS2,0.41,62.8,54,4.72,4.77,2.98,1187
41037,Ideal,E,VVS2,0.41,61.9,56,4.75,4.78,2.95,1187
41038,Premium,E,VVS2,0.41,61.8,59,4.74,4.78,2.94,1187
41039,Ideal,E,VVS2,0.41,62,56,4.72,4.76,2.94,1187
41040,Ideal,E,VVS2,0.41,60.9,56,4.75,4.81,2.91,1187
41041,Ideal,E,VVS2,0.41,61.4,56,4.77,4.81,2.94,1187
41042,Ideal,E,VVS2,0.41,61.8,57,4.75,4.8,2.95,1187
41043,Very Good,H,IF,0.41,62.9,54,4.71,4.74,2.97,1187
41044,Ideal,E,VVS2,0.41,61.4,57,4.76,4.79,2.93,1187
41045,Ideal,G,SI1,0.54,61.7,55,5.24,5.27,3.24,1187
41046,Ideal,E,IF,0.31,60.4,56,4.43,4.38,2.66,1188
41047,Ideal,J,VS2,0.5,61.6,56,5.08,5.14,3.15,1188
41048,Ideal,G,SI2,0.51,62,56,5.13,5.16,3.19,1188
41049,Ideal,G,SI1,0.44,60.9,56,4.88,4.94,2.99,1188
41050,Premium,J,SI1,0.66,61,61,5.64,5.59,3.43,1188
41051,Fair,E,VS2,0.5,65,58,4.96,4.92,3.21,1188
41052,Very Good,F,I1,0.5,63.3,59,5.03,4.99,3.17,1188
41053,Good,E,SI1,0.5,63.6,56,5.03,5,3.19,1188
41054,Very Good,H,SI1,0.53,61.7,55,5.2,5.24,3.22,1189
41055,Very Good,E,VVS2,0.4,62.1,59,4.67,4.7,2.91,1189
41056,Ideal,G,IF,0.39,62.1,53.7,4.67,4.71,2.91,1189
41057,Very Good,H,VS2,0.42,60.9,55,4.87,4.89,2.97,1190
41058,Very Good,E,SI2,0.52,62.6,58,5.11,5.14,3.21,1190
41059,Very Good,I,VS2,0.53,60.3,60.1,5.22,5.25,3.16,1190
41060,Very Good,D,SI1,0.5,60.7,59,5.11,5.04,3.08,1190
41061,Good,D,SI1,0.5,57.2,60,5.25,5.2,2.99,1190
41062,Premium,D,SI2,0.5,62.2,58,5.08,5.14,3.18,1190
41063,Good,D,SI1,0.5,64.1,56,5.03,4.98,3.21,1190
41064,Ideal,H,SI2,0.49,60.7,56,5.13,5.18,3.13,1190
41065,Very Good,E,VVS1,0.4,62.9,56,4.67,4.71,2.95,1191
41066,Premium,F,SI1,0.52,61.5,60,5.15,5.16,3.17,1191
41067,Ideal,F,SI2,0.52,62.1,55,5.14,5.17,3.2,1191
41068,Ideal,F,SI2,0.51,60.2,55,5.19,5.24,3.14,1191
41069,Ideal,G,SI2,0.54,61.4,56,5.27,5.29,3.24,1192
41070,Ideal,H,SI1,0.51,59.9,56,5.19,5.23,3.12,1192
41071,Ideal,I,IF,0.46,62.2,55,4.94,4.97,3.08,1192
41072,Premium,F,VVS2,0.41,60.1,58,4.83,4.79,2.89,1192
41073,Ideal,F,VVS2,0.41,60.6,57,4.86,4.81,2.93,1192
41074,Ideal,F,VVS2,0.41,60.1,57,4.85,4.83,2.91,1192
41075,Premium,F,VVS2,0.41,60.6,58,4.84,4.79,2.92,1192
41076,Premium,F,VVS2,0.41,60.4,58,4.84,4.8,2.91,1192
41077,Premium,F,VVS2,0.41,60.3,58,4.83,4.79,2.9,1192
41078,Premium,F,VVS2,0.41,61,59,4.83,4.77,2.93,1192
41079,Ideal,F,VVS2,0.41,61.9,55,4.79,4.78,2.96,1192
41080,Ideal,F,VVS2,0.41,61.2,56,4.8,4.78,2.93,1192
41081,Premium,F,VVS2,0.41,61,59,4.82,4.79,2.93,1192
41082,Premium,F,VVS2,0.41,60.1,59,4.82,4.79,2.89,1192
41083,Ideal,F,VVS2,0.41,61,56,4.82,4.78,2.93,1192
41084,Ideal,F,VVS2,0.41,61.7,56,4.81,4.78,2.96,1192
41085,Ideal,F,VVS2,0.41,61.4,56,4.81,4.76,2.94,1192
41086,Ideal,F,VVS2,0.41,61.9,55,4.79,4.74,2.95,1192
41087,Ideal,F,VVS2,0.41,62.9,54,4.74,4.7,2.97,1192
41088,Premium,F,VVS2,0.41,62.4,58,4.76,4.7,2.95,1192
41089,Ideal,F,VVS2,0.41,62.5,56,4.75,4.72,2.96,1192
41090,Ideal,F,VVS2,0.41,62.6,55,4.76,4.73,2.97,1192
41091,Ideal,F,VVS2,0.41,62.3,56,4.77,4.73,2.96,1192
41092,Ideal,F,VVS2,0.41,61.7,57,4.8,4.73,2.94,1192
41093,Very Good,H,VVS1,0.42,62.2,56,4.78,4.81,2.98,1193
41094,Very Good,G,VVS1,0.45,60,57,4.99,5.02,3,1193
41095,Good,D,SI1,0.51,63.4,59,5.07,5.02,3.2,1193
41096,Premium,H,SI1,0.53,60.9,60,5.26,5.19,3.18,1193
41097,Ideal,G,SI2,0.57,61.6,54,5.35,5.37,3.3,1193
41098,Ideal,I,SI1,0.58,61.4,55,5.37,5.42,3.31,1193
41099,Ideal,G,IF,0.4,62,57,4.73,4.75,2.94,1193
41100,Ideal,F,IF,0.38,61,56,4.68,4.7,2.86,1193
41101,Good,I,VS1,0.5,61.2,61,5.03,5.06,3.09,1193
41102,Fair,F,SI1,0.51,65.2,57,5.03,5.09,3.3,1193
41103,Very Good,H,SI2,0.54,60.7,55,5.31,5.34,3.23,1194
41104,Very Good,H,IF,0.44,61.1,57,4.91,4.94,3.01,1194
41105,Very Good,E,VS2,0.46,62.1,57,4.89,4.93,3.05,1194
41106,Very Good,E,SI2,0.51,61.6,57,5.17,5.19,3.19,1195
41107,Ideal,E,VVS1,0.35,62.1,57,4.52,4.55,2.81,1195
41108,Ideal,F,SI2,0.59,61.7,54,5.4,5.46,3.35,1195
41109,Ideal,F,SI2,0.59,61.7,54,5.38,5.44,3.34,1195
41110,Premium,G,SI2,0.54,61.4,59,5.24,5.21,3.21,1195
41111,Ideal,H,SI1,0.51,63,57,5.14,5.11,3.23,1195
41112,Premium,F,SI2,0.51,58.9,60,5.24,5.19,3.07,1195
41113,Premium,E,SI2,0.59,60.8,56,5.43,5.4,3.29,1195
41114,Good,H,VS2,0.51,64.1,54,5.02,5,3.21,1195
41115,Premium,H,SI1,0.51,60.4,58,5.21,5.19,3.14,1195
41116,Ideal,F,VVS2,0.44,60.9,55,4.92,4.96,3.01,1196
41117,Premium,F,VVS2,0.44,61.6,58,4.85,4.89,3,1196
41118,Ideal,F,VVS2,0.4,61.6,56,4.73,4.77,2.93,1196
41119,Ideal,F,VVS1,0.41,61.3,54,4.79,4.84,2.95,1196
41120,Ideal,F,VVS1,0.41,61.6,55,4.79,4.82,2.96,1196
41121,Ideal,H,SI2,0.63,61.7,55,5.51,5.56,3.41,1196
41122,Ideal,J,VS2,0.58,62.8,57,5.33,5.28,3.33,1196
41123,Premium,H,VVS1,0.44,60.1,58,4.96,4.92,2.97,1196
41124,Premium,D,SI2,0.6,62,57,5.43,5.35,3.34,1196
41125,Premium,D,SI2,0.6,62,57,5.43,5.35,3.34,1196
41126,Fair,E,SI1,0.5,66.4,58,4.98,4.87,3.27,1196
41127,Premium,G,SI2,0.52,58.8,62,5.31,5.3,3.12,1196
41128,Premium,G,SI2,0.52,61.5,59,5.19,5.15,3.18,1196
41129,Very Good,G,SI2,0.58,59.5,59,5.41,5.45,3.23,1197
41130,Very Good,G,IF,0.41,60.9,59,4.8,4.85,2.94,1197
41131,Ideal,E,IF,0.35,61.4,56,4.53,4.56,2.79,1197
41132,Ideal,E,IF,0.35,62.2,56,4.51,4.52,2.81,1197
41133,Very Good,D,VVS1,0.42,61.4,55,4.82,4.86,2.97,1197
41134,Very Good,G,SI1,0.5,62.2,60,5.03,5.07,3.14,1197
41135,Good,H,SI1,0.56,63.2,57,5.23,5.27,3.32,1197
41136,Very Good,G,SI1,0.5,60,63,5.06,5.1,3.05,1197
41137,Very Good,G,SI1,0.5,62.8,61,4.99,5.01,3.14,1197
41138,Good,G,SI1,0.5,63.6,55,5.03,5.06,3.21,1197
