Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,Application ID,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Employee Source
27,Voluntary Resignation,Travel_Rarely,135,Research & Development,17,4,Medical,1,7123,130578,2,Male,57,2,1,Laboratory Technician,3,Single,3894,9129,1,Y,No,16,4,3,80,0,4,3,3,2,2,1,2,Jora
22,Voluntary Resignation,Travel_Frequently,1368,Research & Development,4,1,Technical Degree,1,7124,130579,4,Male,99,2,1,Laboratory Technician,3,Single,3894,9241,5,Y,No,16,3,3,80,0,4,3,3,2,2,1,2,Jora
22,Voluntary Resignation,Travel_Frequently,1368,Research & Development,4,1,Life Sciences,1,7125,130580,4,Male,99,2,1,Laboratory Technician,3,Single,3894,10322,1,Y,No,16,3,3,80,0,4,3,3,2,2,1,2,Jora
27,Voluntary Resignation,Travel_Rarely,135,Research & Development,17,4,Life Sciences,1,7126,130581,2,Male,57,2,1,Laboratory Technician,3,Single,3894,9129,5,Y,No,16,3,3,80,0,4,3,3,2,2,1,2,Recruit.net
27,Voluntary Resignation,Travel_Rarely,135,Research & Development,17,4,Medical,1,7127,130582,2,Male,57,2,1,Laboratory Technician,3,Single,3894,9129,1,Y,No,16,3,3,80,0,4,3,3,2,2,1,2,Jora
22,Voluntary Resignation,Travel_Frequently,1368,Research & Development,4,1,Technical Degree,1,7128,130583,3,Male,99,2,1,Laboratory Technician,3,Single,3894,9129,5,Y,No,16,3,3,80,0,4,3,3,2,2,1,2,Jora
27,Voluntary Resignation,Travel_Rarely,135,Research & Development,17,4,Life Sciences,1,7129,130584,2,Male,57,2,1,Laboratory Technician,3,Single,3894,9129,5,Y,No,16,3,3,80,0,4,3,3,2,2,1,2,Jora
22,Voluntary Resignation,Travel_Frequently,1368,Research & Development,4,1,Life Sciences,1,7130,130585,3,Male,99,2,1,Laboratory Technician,3,Single,3894,9129,1,Y,No,16,3,3,80,0,4,3,3,2,2,1,2,Jora
27,Voluntary Resignation,Travel_Rarely,135,Research & Development,17,4,Medical,1,7131,130586,2,Male,57,2,1,Laboratory Technician,3,Single,3894,9129,1,Y,No,16,4,3,80,0,4,3,3,2,2,1,2,Jora
22,Voluntary Resignation,Travel_Frequently,1368,Research & Development,4,1,Technical Degree,1,7132,130587,4,Male,99,2,1,Laboratory Technician,3,Single,3894,9241,5,Y,No,16,3,3,80,0,4,3,3,2,2,1,2,Jora
22,Voluntary Resignation,Travel_Frequently,1368,Research & Development,4,1,Life Sciences,1,7133,130588,4,Male,99,2,1,Laboratory Technician,3,Single,3894,10322,1,Y,No,16,3,3,80,0,4,3,3,2,2,1,2,Jora
27,Voluntary Resignation,Travel_Rarely,135,Research & Development,17,4,Life Sciences,1,7134,130589,2,Male,57,2,1,Laboratory Technician,3,Single,3894,9129,5,Y,No,16,3,3,80,0,4,3,3,2,2,1,2,Recruit.net
27,Voluntary Resignation,Travel_Rarely,135,Research & Development,17,4,Medical,1,7135,130590,2,Male,57,2,1,Laboratory Technician,3,Single,3894,9129,1,Y,No,16,3,3,80,0,4,3,3,2,2,1,2,Jora
48,Current employee,Travel_Rarely,163,Sales,2,5,Marketing,1,7136,130591,2,Female,37,3,2,Sales Executive,4,Married,4051,19658,2,Y,No,14,4,1,80,1,14,2,3,9,7,6,7,LinkedIn
35,Current employee,Travel_Frequently,200,Research & Development,18,2,Life Sciences,1,7137,130592,2,,57,3,2,Sales Executive,4,Married,4051,19658,2,Y,No,14,3,1,80,1,14,2,3,9,7,6,7,LinkedIn
48,Current employee,Travel_Rarely,163,Sales,2,5,Life Sciences,1,7138,130593,2,Female,37,3,2,Sales Executive,4,Married,4051,19658,4,Y,No,14,3,1,80,1,14,2,3,9,7,6,,LinkedIn
35,Current employee,Travel_Frequently,200,Research & Development,18,2,Medical,1,7139,130594,2,Female,57,3,2,Sales Executive,4,Married,4051,19658,7,Y,No,14,3,1,80,1,14,2,3,9,7,6,7,LinkedIn
35,Current employee,Travel_Frequently,200,Research & Development,18,2,Life Sciences,1,7140,130595,2,Female,57,3,2,Sales Executive,4,Married,4051,19658,2,Y,No,14,3,1,80,1,14,2,3,9,7,6,7,LinkedIn
35,Current employee,Travel_Frequently,200,Research & Development,18,2,Medical,1,7141,130596,2,Female,57,3,2,Sales Executive,4,Married,4051,19658,7,Y,No,14,3,1,80,1,14,2,3,9,7,6,7,LinkedIn
48,Current employee,Travel_Rarely,163,Sales,2,5,Marketing,1,7142,130597,2,Female,37,3,2,Sales Executive,4,Married,4051,19658,2,Y,No,14,3,1,80,1,14,2,3,9,7,6,7,LinkedIn
48,Current employee,Travel_Rarely,163,Sales,2,5,Life Sciences,1,7143,130598,2,Female,37,3,2,Sales Executive,4,Married,4051,19658,4,Y,No,14,3,1,80,1,14,2,3,9,7,6,7,LinkedIn
48,Current employee,Travel_Rarely,163,Sales,2,5,Marketing,1,7144,130599,2,Female,37,3,2,Sales Executive,4,Married,4051,19658,2,Y,No,14,4,1,80,1,14,2,3,9,7,6,7,LinkedIn
35,Current employee,Travel_Frequently,200,Research & Development,18,2,Life Sciences,1,7145,130600,2,Female,57,3,2,Sales Executive,4,Married,4051,19658,2,Y,No,14,3,1,80,1,14,2,3,9,7,6,7,LinkedIn
48,Current employee,Travel_Rarely,163,Sales,2,5,Life Sciences,1,7146,130601,2,Female,37,3,2,Sales Executive,4,Married,4051,19658,4,Y,No,14,3,1,80,1,14,2,3,9,7,6,7,LinkedIn
35,Current employee,Travel_Frequently,200,Research & Development,18,2,Medical,1,7147,130602,2,Female,57,3,2,Sales Executive,4,Married,4051,19658,7,Y,No,14,3,1,80,1,14,2,3,9,7,6,7,LinkedIn
35,Current employee,Travel_Frequently,200,Research & Development,18,2,Life Sciences,1,7148,130603,2,Female,57,3,2,Sales Executive,4,Married,4051,19658,2,Y,No,14,3,1,80,1,14,2,3,9,7,6,7,LinkedIn
35,Current employee,Travel_Frequently,200,Research & Development,18,2,Medical,1,7149,130604,2,Female,57,3,2,Sales Executive,4,Married,4051,19658,7,Y,No,14,3,1,80,1,14,2,3,9,7,6,7,LinkedIn
48,Current employee,Travel_Rarely,163,Sales,2,5,Marketing,1,7150,130605,2,Female,37,3,2,Sales Executive,4,Married,4051,19658,2,Y,No,14,3,1,80,1,14,2,3,9,7,6,7,LinkedIn
48,Current employee,Travel_Rarely,163,Sales,2,5,Life Sciences,1,7151,130606,2,Female,37,3,2,Sales Executive,4,Married,4051,19658,4,Y,No,14,3,1,80,1,14,2,3,9,7,6,7,LinkedIn
55,Current employee,Travel_Rarely,1117,Sales,18,5,Life Sciences,1,7152,130607,1,Female,83,3,4,Manager,2,Single,16835,9873,3,Y,No,23,3,4,80,0,37,2,3,10,9,7,7,Recruit.net
49,Voluntary Resignation,Travel_Frequently,1475,Research & Development,28,2,Life Sciences,1,7153,130608,2,Female,57,3,4,Manager,2,Single,16835,9873,3,Y,No,23,3,4,80,0,37,2,3,10,9,7,7,Recruit.net
55,Current employee,Travel_Rarely,1117,Sales,18,5,Medical,1,7154,130609,1,Female,83,3,4,Manager,2,Single,16835,9873,1,Y,No,23,3,4,80,0,37,2,3,10,9,7,7,Recruit.net
49,Voluntary Resignation,Travel_Frequently,1475,Research & Development,28,2,Technical Degree,1,7155,130610,2,Female,57,3,4,Manager,2,Single,16835,9873,1,Y,No,23,3,4,80,0,37,2,3,10,9,7,7,Recruit.net
49,Voluntary Resignation,Travel_Frequently,1475,Research & Development,28,2,Life Sciences,1,7156,130611,2,Female,57,3,4,Manager,2,Single,16835,9873,3,Y,No,23,4,4,80,0,37,2,3,10,9,7,7,Recruit.net
49,Voluntary Resignation,Travel_Frequently,1475,Research & Development,28,2,Technical Degree,1,7157,130612,2,Female,57,3,4,Manager,2,Single,16835,9873,1,Y,No,23,4,4,80,0,37,2,3,10,9,7,7,Recruit.net
53,Voluntary Resignation,Travel_Rarely,607,Research & Development,2,5,Medical,1,7158,130613,1,Female,83,3,2,Healthcare Representative,3,Divorced,6306,26236,0,Y,No,21,4,1,80,1,13,2,2,13,12,1,9,Adzuna
54,Current employee,Travel_Rarely,971,Research & Development,1,3,Medical,1,7159,130614,1,Female,83,3,4,Research Director,4,Single,17328,5652,1,Y,No,19,3,4,80,0,29,3,2,20,7,12,7,Seek
55,Current employee,Travel_Rarely,1117,Sales,18,5,Life Sciences,1,7160,130615,1,Female,83,3,4,Manager,2,Single,16835,9873,3,Y,No,23,4,4,80,0,37,2,3,10,9,7,7,Recruit.net
55,Current employee,Travel_Rarely,1117,Sales,18,5,Medical,1,7161,130616,1,Female,83,3,1,Laboratory Technician,4,Single,2153,7703,1,Y,No,13,3,1,80,0,8,2,3,8,1,1,7,Company Website
55,Current employee,Travel_Rarely,1117,Sales,18,5,Medical,1,7162,130617,1,Female,83,3,4,Manager,2,Single,16835,9873,1,Y,No,23,4,4,80,0,37,2,3,10,9,7,7,Recruit.net
55,Current employee,Travel_Rarely,1117,Sales,18,5,Life Sciences,1,7163,130618,1,Female,83,3,4,Manager,2,Single,16835,9873,3,Y,No,23,3,4,80,0,37,2,3,10,9,7,7,Recruit.net
49,Voluntary Resignation,Travel_Frequently,1475,Research & Development,28,2,Life Sciences,1,7164,130619,2,Female,57,3,4,Manager,2,Single,16835,9873,3,Y,No,23,3,4,80,0,37,2,3,10,9,7,7,Recruit.net
55,Current employee,Travel_Rarely,1117,Sales,18,5,Medical,1,7165,130620,1,Female,83,3,4,Manager,2,Single,16835,9873,1,Y,No,23,3,4,80,0,37,2,3,10,9,7,7,Recruit.net
49,Voluntary Resignation,Travel_Frequently,1475,Research & Development,28,2,Technical Degree,1,7166,130621,2,Female,57,3,4,Manager,2,Single,16835,9873,1,Y,No,23,3,4,80,0,37,2,3,10,9,7,7,Recruit.net
49,Voluntary Resignation,Travel_Frequently,1475,Research & Development,28,2,Life Sciences,1,7167,130622,2,Female,57,3,4,Manager,2,Single,16835,9873,3,Y,No,23,4,4,80,0,37,2,3,10,9,7,7,Recruit.net
49,Voluntary Resignation,Travel_Frequently,1475,Research & Development,28,2,Technical Degree,1,7168,130623,2,Female,57,3,4,Manager,2,Single,16835,9873,1,Y,No,23,4,4,80,0,37,2,3,10,9,7,7,Recruit.net
53,Voluntary Resignation,Travel_Rarely,607,Research & Development,2,5,Medical,1,7169,130624,1,Female,83,3,2,Healthcare Representative,3,Divorced,6306,26236,0,Y,No,21,4,1,80,1,13,2,2,13,12,1,9,Adzuna
54,Current employee,Travel_Rarely,971,Research & Development,1,3,Medical,1,7170,130625,1,Female,83,3,4,Research Director,4,Single,17328,5652,1,Y,No,19,3,4,80,0,29,3,2,20,7,12,7,Seek
55,Current employee,Travel_Rarely,1117,Sales,18,5,Life Sciences,1,7171,130626,1,Female,83,3,4,Manager,2,Single,16835,9873,3,Y,No,23,4,4,80,0,37,2,3,10,9,7,7,Recruit.net
55,Current employee,Travel_Rarely,1117,Sales,18,5,Medical,1,7172,130627,1,Female,83,3,1,Laboratory Technician,4,Single,2153,7703,1,Y,No,13,3,1,80,0,8,2,3,8,1,1,7,Company Website
55,Current employee,Travel_Rarely,1117,Sales,18,5,Medical,1,7173,130628,1,Female,83,3,4,Manager,2,Single,16835,9873,1,Y,No,23,4,4,80,0,37,2,3,10,9,7,7,Recruit.net
41,Current employee,Non-Travel,267,Sales,10,2,Life Sciences,1,7174,130629,4,Male,56,3,2,Sales Executive,4,Single,6230,13430,7,Y,No,14,3,4,80,0,16,3,3,14,3,1,10,Seek
31,Voluntary Resignation,Travel_Frequently,667,Sales,1,4,Life Sciences,1,7175,130630,2,Male,57,3,2,Sales Executive,4,Single,6230,13430,7,Y,No,14,3,4,80,0,16,3,3,14,3,1,10,Seek
31,Voluntary Resignation,Travel_Frequently,667,Sales,1,4,Life Sciences,1,7176,130631,2,Male,57,3,2,Sales Executive,4,Single,6230,13430,4,Y,No,14,3,4,80,0,16,3,3,14,3,1,10,Seek
41,Current employee,Non-Travel,267,Sales,10,2,Medical,1,7177,130632,4,Male,56,3,2,Sales Executive,4,Single,6230,13430,6,Y,No,14,4,4,80,0,16,3,3,14,3,1,10,Seek
31,Voluntary Resignation,Travel_Frequently,667,Sales,1,4,Life Sciences,1,7178,130633,2,Male,57,3,2,Sales Executive,4,Single,6230,13430,7,Y,No,14,3,4,80,0,16,3,3,14,3,1,10,Seek
31,Voluntary Resignation,Travel_Frequently,667,Sales,1,4,Life Sciences,1,7179,130634,2,Male,57,3,2,Sales Executive,4,Single,6230,13430,4,Y,No,14,3,4,80,0,16,3,3,14,3,1,10,Seek
41,Current employee,Non-Travel,267,Sales,10,2,Life Sciences,1,7180,130635,4,Male,56,3,2,Sales Executive,4,Single,6230,13430,7,Y,No,14,3,4,80,0,16,3,3,14,3,1,10,Seek
41,Current employee,Non-Travel,267,Sales,10,2,Medical,1,7181,130636,4,Male,56,3,2,Sales Executive,4,Single,6230,13430,6,Y,No,14,3,4,80,0,16,3,3,14,3,1,10,Seek
41,Current employee,Non-Travel,267,Sales,10,2,Life Sciences,1,7182,130637,4,Male,56,3,2,Sales Executive,4,Single,6230,13430,7,Y,No,14,3,4,80,0,16,3,3,14,3,1,10,Seek
31,Voluntary Resignation,Travel_Frequently,667,Sales,1,4,Life Sciences,1,7183,130638,2,Male,57,3,2,Sales Executive,4,Single,6230,13430,7,Y,No,14,3,4,80,0,16,3,3,14,3,1,10,Seek
31,Voluntary Resignation,Travel_Frequently,667,Sales,1,4,Life Sciences,1,7184,130639,2,Male,57,3,2,Sales Executive,4,Single,6230,13430,4,Y,No,14,3,4,80,0,16,3,3,14,3,1,10,Seek
41,Current employee,Non-Travel,267,Sales,10,2,Medical,1,7185,130640,4,Male,56,3,2,Sales Executive,4,Single,6230,13430,6,Y,No,14,4,4,80,0,16,3,3,14,3,1,10,Seek
31,Voluntary Resignation,Travel_Frequently,667,Sales,1,4,Life Sciences,1,7186,130641,2,Male,57,3,2,Sales Executive,4,Single,6230,13430,7,Y,No,14,3,4,80,0,16,3,3,14,3,1,10,Seek
31,Voluntary Resignation,Travel_Frequently,667,Sales,1,4,Life Sciences,1,7187,130642,2,Male,57,3,2,Sales Executive,4,Single,6230,13430,4,Y,No,14,3,4,80,0,16,3,3,14,3,1,10,Seek
41,Current employee,Non-Travel,267,Sales,10,2,Life Sciences,1,7188,130643,4,Male,56,3,2,Sales Executive,4,Single,6230,13430,7,Y,No,14,3,4,80,0,16,3,3,14,3,1,10,Seek
41,Current employee,Non-Travel,267,Sales,10,2,Medical,1,7189,130644,4,Male,56,3,2,Sales Executive,4,Single,6230,13430,6,Y,No,14,3,4,80,0,16,3,3,14,3,1,10,Seek
35,Current employee,Travel_Rarely,619,Sales,1,3,Marketing,1,7190,130645,2,Male,85,3,2,Sales Executive,3,Married,4717,18659,9,Y,No,11,3,3,80,0,15,2,3,11,9,6,9,Jora
31,Current employee,Travel_Rarely,182,Research & Development,8,5,Life Sciences,1,7191,130646,2,Male,57,3,2,Sales Executive,3,Married,4717,18659,9,Y,No,11,3,3,80,0,15,2,3,11,9,6,9,Jora
35,Current employee,Travel_Rarely,619,Sales,1,3,Life Sciences,1,7192,130647,2,Male,85,3,2,Sales Executive,3,Married,4717,18659,4,Y,No,11,3,3,80,0,15,2,3,11,9,6,9,Jora
31,Current employee,Travel_Rarely,182,Research & Development,8,5,Medical,1,7193,130648,2,Male,57,3,2,Sales Executive,3,Married,4717,18659,6,Y,No,11,3,3,80,0,15,2,3,11,9,6,9,Jora
31,Current employee,Travel_Rarely,182,Research & Development,8,5,Life Sciences,1,7194,130649,2,Male,57,3,2,Sales Executive,3,Married,4717,18659,9,Y,No,11,3,3,80,0,15,2,3,11,9,6,9,Jora
31,Current employee,Travel_Rarely,182,Research & Development,8,5,Medical,1,7195,130650,2,Male,57,3,2,Sales Executive,3,Married,4717,18659,6,Y,No,11,3,3,80,0,15,2,3,11,9,6,9,Jora
35,Current employee,Travel_Rarely,619,Sales,1,3,Marketing,1,7196,130651,2,Male,85,3,2,Sales Executive,3,Married,4717,18659,9,Y,No,11,3,3,80,0,15,2,3,11,9,6,9,Jora
35,Current employee,Travel_Rarely,619,Sales,1,3,Life Sciences,1,7197,130652,2,Male,85,3,2,Sales Executive,3,Married,4717,18659,4,Y,No,11,3,3,80,0,15,2,3,11,9,6,9,Jora
35,Current employee,Travel_Rarely,619,Sales,1,3,Marketing,1,7198,130653,2,Male,85,3,2,Sales Executive,3,Married,4717,18659,9,Y,No,11,3,3,80,0,15,2,3,11,9,6,9,Jora
31,Current employee,Travel_Rarely,182,Research & Development,8,5,Life Sciences,1,7199,130654,2,Male,57,3,2,Sales Executive,3,Married,4717,18659,9,Y,No,11,3,3,80,0,15,2,3,11,9,6,9,Jora
35,Current employee,Travel_Rarely,619,Sales,1,3,Life Sciences,1,7200,130655,2,Male,85,3,2,Sales Executive,3,Married,4717,18659,4,Y,No,11,3,3,80,0,15,2,3,11,9,6,9,Jora
31,Current employee,Travel_Rarely,182,Research & Development,8,5,Medical,1,7201,130656,2,Male,57,3,2,Sales Executive,3,Married,4717,18659,6,Y,No,11,3,3,80,0,15,2,3,11,9,6,9,Jora
31,Current employee,Travel_Rarely,182,Research & Development,8,5,Life Sciences,1,7202,130657,2,Male,57,3,2,Sales Executive,3,Married,4717,18659,9,Y,No,11,3,3,80,0,15,2,3,11,9,6,9,Jora
31,Current employee,Travel_Rarely,182,Research & Development,8,5,Medical,1,7203,130658,2,Male,57,3,2,Sales Executive,3,Married,4717,18659,6,Y,No,11,3,3,80,0,15,2,3,11,9,6,9,Jora
35,Current employee,Travel_Rarely,619,Sales,1,3,Marketing,1,7204,130659,2,Male,85,3,2,Sales Executive,3,Married,4717,18659,9,Y,No,11,3,3,80,0,15,2,3,11,9,6,9,Jora
35,Current employee,Travel_Rarely,619,Sales,1,3,Life Sciences,1,7205,130660,2,Male,85,3,2,Sales Executive,3,Married,4717,18659,4,Y,No,11,3,3,80,0,15,2,3,11,9,6,9,Jora
40,Current employee,Travel_Rarely,302,Research & Development,6,3,Life Sciences,1,7206,130661,2,Female,75,3,4,Manufacturing Director,3,Single,13237,20364,7,Y,No,15,3,3,80,0,22,3,3,20,6,5,13,Company Website
31,Voluntary Resignation,Travel_Rarely,202,Research & Development,,3,Life Sciences,1,7207,130662,2,Female,57,3,4,Manufacturing Director,3,Single,13237,20364,7,Y,No,15,3,3,80,0,22,3,3,20,6,5,13,Company Website
40,Current employee,Travel_Rarely,302,Research & Development,6,3,Marketing,1,7208,130663,2,Female,75,3,4,Manufacturing Director,3,Single,13237,20364,1,Y,No,15,4,3,80,0,22,3,3,20,6,5,13,Company Website
31,Voluntary Resignation,Travel_Rarely,202,Research & Development,8,3,Medical,1,7209,130664,2,Female,57,3,4,Manufacturing Director,3,Single,13237,20364,1,Y,No,15,3,3,80,0,22,3,3,20,6,5,13,Company Website
31,Voluntary Resignation,Travel_Rarely,202,Research & Development,8,3,Life Sciences,1,7210,130665,2,Female,57,3,4,Manufacturing Director,3,Single,13237,20364,7,Y,No,15,3,3,80,0,22,3,3,20,6,5,13,Company Website
31,Voluntary Resignation,Travel_Rarely,202,Research & Development,8,3,Medical,1,7211,130666,2,Female,57,3,4,Manufacturing Director,3,Single,13237,20364,1,Y,No,15,3,3,80,0,22,3,3,20,6,5,13,Company Website
40,Current employee,Travel_Rarely,302,Research & Development,6,3,Life Sciences,1,7212,130667,2,Female,75,3,4,Manufacturing Director,3,Single,13237,20364,7,Y,No,15,3,3,80,0,22,3,3,20,6,5,13,Company Website
40,Current employee,Travel_Rarely,302,Research & Development,6,3,Marketing,1,7213,130668,2,Female,75,3,4,Manufacturing Director,3,Single,13237,20364,1,Y,No,15,3,3,80,0,22,3,3,20,6,5,13,Company Website
40,Current employee,Travel_Rarely,302,Research & Development,6,3,Life Sciences,1,7214,130669,2,Female,75,3,4,Manufacturing Director,3,Single,13237,20364,7,Y,No,15,3,3,80,0,22,3,3,20,6,5,13,Company Website
31,Voluntary Resignation,Travel_Rarely,202,Research & Development,8,3,Life Sciences,1,7215,130670,2,Female,57,3,4,Manufacturing Director,3,Single,13237,20364,7,Y,No,15,3,3,80,0,22,3,3,20,6,5,13,Company Website
40,Current employee,Travel_Rarely,302,Research & Development,6,3,Marketing,1,7216,130671,2,Female,75,3,4,Manufacturing Director,3,Single,13237,20364,1,Y,No,15,4,3,80,0,22,3,3,20,6,5,13,Company Website
31,Voluntary Resignation,Travel_Rarely,202,Research & Development,8,3,Medical,1,7217,130672,2,Female,57,3,4,Manufacturing Director,3,Single,13237,20364,1,Y,No,15,3,3,80,0,22,3,3,20,6,5,13,Company Website
31,Voluntary Resignation,Travel_Rarely,202,Research & Development,8,3,Life Sciences,1,7218,130673,2,Female,57,3,4,Manufacturing Director,3,Single,13237,20364,7,Y,No,15,3,3,80,0,22,3,3,20,6,5,13,Company Website
31,Voluntary Resignation,Travel_Rarely,202,Research & Development,8,3,Medical,1,7219,130674,2,Female,57,3,4,Manufacturing Director,3,Single,13237,20364,1,Y,No,15,3,3,80,0,22,3,3,20,6,5,13,Company Website
40,Current employee,Travel_Rarely,302,Research & Development,6,3,Life Sciences,1,7220,130675,2,Female,75,3,4,Manufacturing Director,3,Single,13237,20364,7,Y,No,15,3,3,80,0,22,3,3,20,6,5,13,Company Website
40,Current employee,Travel_Rarely,302,Research & Development,6,3,Marketing,1,7221,130676,2,Female,75,3,4,Manufacturing Director,3,Single,13237,20364,1,Y,No,15,3,3,80,0,22,3,3,20,6,5,13,Company Website
39,Current employee,Travel_Frequently,443,Research & Development,8,1,Life Sciences,1,7222,130677,3,Female,48,3,1,Laboratory Technician,3,Married,3755,17872,1,Y,No,11,3,1,80,1,8,3,3,8,3,0,7,Company Website
27,Current employee,Travel_Rarely,1377,Research & Development,11,1,Life Sciences,1,7223,130678,2,Female,57,3,1,Laboratory Technician,3,Married,3755,17872,1,Y,No,11,3,1,80,1,8,3,3,8,3,0,7,Company Website
39,Current employee,Travel_Frequently,443,Research & Development,8,1,Marketing,1,7224,130679,3,Female,48,3,1,Laboratory Technician,3,Married,3755,17872,1,Y,No,11,4,1,80,1,8,3,3,8,3,0,7,Company Website
27,Current employee,Travel_Rarely,1377,Research & Development,11,1,Medical,1,7225,130680,2,Female,57,3,1,Laboratory Technician,3,Married,3755,17872,1,Y,No,11,3,1,80,1,8,3,3,8,3,0,7,Company Website
27,Current employee,Travel_Rarely,1377,Research & Development,11,1,Life Sciences,1,7226,130681,2,Female,57,3,1,Laboratory Technician,3,Married,3755,17872,1,Y,No,11,3,1,80,1,8,3,3,8,3,0,7,Recruit.net
27,Current employee,Travel_Rarely,1377,Research & Development,11,1,Medical,1,7227,130682,2,Female,57,3,1,Laboratory Technician,3,Married,3755,17872,1,Y,No,11,3,1,80,1,8,3,3,8,3,0,7,Company Website
39,Current employee,Travel_Frequently,443,Research & Development,8,1,Life Sciences,1,7228,130683,3,Female,48,3,1,Laboratory Technician,3,Married,3755,17872,1,Y,No,11,3,1,80,1,8,3,3,8,3,0,7,Company Website
39,Current employee,Travel_Frequently,443,Research & Development,8,1,Marketing,1,7229,130684,3,Female,48,3,1,Laboratory Technician,3,Married,3755,17872,1,Y,No,11,3,1,80,1,8,3,3,8,3,0,7,Company Website
39,Current employee,Travel_Frequently,443,Research & Development,8,1,Life Sciences,1,7230,130685,3,Female,48,3,1,Laboratory Technician,3,Married,3755,17872,1,Y,No,11,3,1,80,1,8,3,3,8,3,0,7,Company Website
27,Current employee,Travel_Rarely,1377,Research & Development,11,1,Life Sciences,1,7231,130686,2,Female,57,3,1,Laboratory Technician,3,Married,3755,17872,1,Y,No,11,3,1,80,1,8,3,3,8,3,0,7,Company Website
39,Current employee,Travel_Frequently,443,Research & Development,8,1,Marketing,1,7232,130687,3,Female,48,3,1,Laboratory Technician,3,Married,3755,17872,1,Y,No,11,4,1,80,1,8,3,3,8,3,0,7,Company Website
27,Current employee,Travel_Rarely,1377,Research & Development,11,1,Medical,1,7233,130688,2,Female,57,3,1,Laboratory Technician,3,Married,3755,17872,1,Y,No,11,3,1,80,1,8,3,3,8,3,0,7,Company Website
27,Current employee,Travel_Rarely,1377,Research & Development,11,1,Life Sciences,1,7234,130689,2,Female,57,3,1,Laboratory Technician,3,Married,3755,17872,1,Y,No,11,3,1,80,1,8,3,3,8,3,0,7,Recruit.net
27,Current employee,Travel_Rarely,1377,Research & Development,11,1,Medical,1,7235,130690,2,Female,57,3,1,Laboratory Technician,3,Married,3755,17872,1,Y,No,11,3,1,80,1,8,3,3,8,3,0,7,Company Website
39,Current employee,Travel_Frequently,443,Research & Development,8,1,Life Sciences,1,7236,130691,3,Female,48,3,1,Laboratory Technician,3,Married,3755,17872,1,Y,No,11,3,1,80,1,8,3,3,8,3,0,7,Company Website
31,Current employee,Travel_Rarely,828,Sales,2,1,Life Sciences,1,7237,130692,2,Male,77,3,2,Sales Executive,4,Single,6582,8346,4,Y,Yes,13,3,3,80,0,10,2,4,6,5,0,5,Company Website
36,Current employee,Travel_Rarely,172,Research & Development,4,4,Life Sciences,1,7238,130693,2,Male,57,3,2,Sales Executive,4,Single,6582,8346,4,Y,Yes,13,3,3,80,0,10,2,4,6,5,0,5,Company Website
31,Current employee,Travel_Rarely,828,Sales,2,1,Life Sciences,1,7239,130694,2,Male,77,3,2,,,Single,6582,8346,4,Y,Yes,13,3,3,80,0,10,2,4,6,5,0,5,Company Website
36,Current employee,Travel_Rarely,172,Research & Development,4,4,Life Sciences,1,7240,130695,2,Male,57,3,2,Sales Executive,4,Single,6582,8346,5,Y,Yes,13,3,3,80,0,10,2,4,6,5,0,5,Company Website
31,Current employee,Travel_Rarely,828,Sales,2,1,Life Sciences,1,7241,130696,2,Male,77,3,2,Sales Executive,4,Single,6582,8346,4,Y,Yes,13,3,3,80,0,10,2,4,6,5,0,5,Company Website
31,Current employee,Travel_Rarely,828,Sales,2,1,Life Sciences,1,7242,130697,2,Male,77,3,2,Sales Executive,4,Single,6582,8346,4,Y,Yes,13,3,3,80,0,10,2,4,6,5,0,5,Company Website
36,Current employee,Travel_Rarely,172,Research & Development,4,4,Life Sciences,1,7243,130698,2,Male,57,3,2,Sales Executive,4,Single,6582,8346,4,Y,Yes,13,3,3,80,0,10,2,4,6,5,0,5,Company Website
36,Current employee,Travel_Rarely,172,Research & Development,4,4,Life Sciences,1,7244,130699,2,Male,57,3,2,Sales Executive,4,Single,6582,8346,5,Y,Yes,13,3,3,80,0,10,2,4,6,5,0,5,Company Website
31,Current employee,Travel_Rarely,828,Sales,2,1,Life Sciences,1,7245,130700,2,Male,77,3,2,Sales Executive,4,Single,6582,8346,4,Y,Yes,13,3,3,80,0,10,2,4,6,5,0,5,Company Website
36,Current employee,Travel_Rarely,172,Research & Development,4,4,Life Sciences,1,7246,130701,2,Male,57,3,2,Sales Executive,4,Single,6582,8346,4,Y,Yes,13,3,3,80,0,10,2,4,6,5,0,5,Company Website
31,Current employee,Travel_Rarely,828,Sales,2,1,Life Sciences,1,7247,130702,2,Male,77,3,2,Sales Executive,4,Single,6582,8346,4,Y,Yes,13,3,3,80,0,10,2,4,6,5,0,5,Company Website
36,Current employee,Travel_Rarely,172,Research & Development,4,4,Life Sciences,1,7248,130703,2,Male,57,3,2,Sales Executive,4,Single,6582,8346,5,Y,Yes,13,3,3,80,0,10,2,4,6,5,0,5,Company Website
